Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:all 
Time Period: 2025-01-01 ~ 2025-12-31
Project:Ambient
Lab:all
Include QAQC Sampling: yes
Data was downloaded on March 19 2026 6:50 pm
The data contains the COMP code. 
For Help with COMP code, please check http://www.durhamwaterquality.org/COMPcode.php

Project,Lab Name,Station,Collection Date and Time,Rain in Last 24 Hours,Comp Code,Sample Collection,Air Temperature(C),Sky Condition,Flow Severity,Thalweg,Distance From Thalweg(m),Depth(m),QAQC Sample,Comments
"Ambient","SDWRF","Field Blank","2025-06-17 09:45:00","","","","","","","","","","","Site ID:TF1.0TC Plastic Bottle Lot# 240814A Filter Lot# G24105",
"Ambient","SDWRF","TF1.0TC","2025-06-17 09:50:00","Yes","G","Direct Dip","25.5","Partly Cloudy","3","Yes","","","","Ecoli Duplicate Site",
"Ambient","SDWRF","Field Blank","2025-06-17 10:10:00","","","","","","","","","","","Site ID: NE2.2NP Plastic Bottle Lot# 240814A Filter Lot#G24105",
"Ambient","SDWRF","NE2.2NP","2025-06-17 10:15:00","Yes","G","Direct Dip","25.9","Partly Cloudy","3","Yes","","","","Duplicate Site.",
"Ambient","SDWRF","NE1.2NE","2025-06-17 10:50:00","Yes","G","Direct Dip","26.1","Partly Cloudy","3","No","15","","","",
"Ambient","SDWRF","NE0.0NE","2025-06-17 11:15:00","Yes","G","Direct Dip","26.6","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","NH4.4SCTD","2025-06-24 08:00:00","No","G","Direct Dip","25.2","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NH3.3SC","2025-06-24 08:25:00","No","G","Direct Dip","26.4","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NH3.0NHC","2025-06-24 08:40:00","No","G","Direct Dip","26.1","Sunny","3","Yes","","","","Staff Gage out of water",
"Ambient","SDWRF","NH2.3MC","2025-06-24 09:05:00","No","G","Direct Dip","27.6","Sunny","2","Yes","","","","",
"Ambient","SDWRF","NH1.0SC","2025-06-24 09:35:00","No","G","Direct Dip","28.1","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-06-24 09:45:00","","","","","","","","","","","Site ID: NH0.0NHC Plastic Bottle Lot# 240814A Filter Lot#G24105",
"Ambient","SDWRF","NH0.0NHC","2025-06-24 09:50:00","No","G","Direct Dip","27.5","Sunny","2","Yes","","","","Duplicate Site",
"Ambient","SDWRF","CC2.5CC","2025-06-24 10:35:00","No","G","Direct Dip","27.7","Sunny","2","Yes","","","","",
"Ambient","SDWRF","EN13.3ER","2025-07-01 08:05:00","","G","Direct Dip","25.9","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","EN10.3WC","2025-07-01 08:30:00","","G","Direct Dip","24.7","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","EN8.9ER","2025-07-01 08:50:00","","G","Direct Dip","25.1","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","LR9.6LR","2025-07-01 09:20:00","","G","Direct Dip","25.2","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EN4.9ER","2025-07-01 09:50:00","","G","Direct Dip","26.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","PN1.9PN","2025-07-01 10:20:00","","G","Direct Dip","26.4","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-07-01 10:30:00","","","","","","","","","","","Site ID: LL3.4LLC Plastic Bottle Lot# 240508A Filter Lot# K24107",
"Ambient","SDWRF","LL3.4LLC","2025-07-01 10:45:00","","G","Direct Dip","27.4","Sunny","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","LL4.6LLT2","2025-07-01 11:15:00","","G","Direct Dip","26.6","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EL8.6SECUT","2025-07-08 07:55:00","No","G","Direct Dip","25.2","Sunny","3","Yes","","","","TOC Duplicate Site",
"Ambient","SDWRF","EL7.1SEC","2025-07-08 08:10:00","No","G","Direct Dip","25.3","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EL7.1EC","2025-07-08 08:25:00","No","G","Direct Dip","25.5","Sunny","4","Yes","","","","Turbid, Higher flow. Post TS Chantel",
"Ambient","SDWRF","EL5.5GC","2025-07-08 08:45:00","No","G","Direct Dip","25.6","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-07-08 09:05:00","","","","","","","","","","","Site ID:EL1.9EC",
"Ambient","SDWRF","EL1.9EC","2025-07-08 09:10:00","No","G","Direct Dip","25.8","Sunny","4","No","20","","","Duplicate Site Lake level stagnation, turbid and high",
"Ambient","SDWRF","LC1.1LC","2025-07-08 09:45:00","No","G","Direct Dip","28.9","Sunny","3","Yes","","","","Turbid, post TS",
"Ambient","SDWRF","Field Blank","2025-07-08 10:00:00","","","","","","","","","","","Site ID: LC2.0RBC Plastic Bottle Lot#240814A  Filter Lot#G24105",
"Ambient","SDWRF","LC2.0RBC","2025-07-08 10:05:00","No","G","Direct Dip","27.6","Sunny","3","Yes","","","","",
"Ambient","SDWRF","SI1.6SIC","2025-07-08 10:45:00","No","G","Direct Dip","30.5","Sunny","3","Yes","","","","stream flowing, much lower than normal, Beaver dam likely washed out in TS",
"Ambient","SDWRF","TF6.5RCUT","2025-07-15 08:10:00","Yes","G","Direct Dip","24.5","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","TF4.4TC","2025-07-15 08:35:00","Yes","G","Direct Dip","24.8","Partly Cloudy","4","Yes","","","","",
"Ambient","SDWRF","TF5.1RC","2025-07-15 09:00:00","Yes","G","Direct Dip","24.6","Partly Cloudy","4","Yes","","","","Ecoli Duplicate Site",
"Ambient","SDWRF","TF3.4TC","2025-07-15 09:25:00","Yes","G","Direct Dip","24.6","Partly Cloudy","4","Yes","","","","Turbid",
"Ambient","SDWRF","TF1.0TC","2025-07-15 09:50:00","Yes","G","Direct Dip","25.4","Sunny","4","Yes","","","","",
"Ambient","SDWRF","NE2.2NP","2025-07-15 10:15:00","Yes","G","Direct Dip","25.4","Sunny","4","Yes","","","","High Water, High flow",
"Ambient","SDWRF","Field Blank","2025-07-15 10:30:00","","","","","","","","","","","Site ID: NE1.2NE Plastic Bottle Lot# 240814A Filter Lot#G24105",
"Ambient","SDWRF","NE1.2NE","2025-07-15 10:40:00","Yes","G","Direct Dip","27","Sunny","4","No","20","","","Duplicate Site High Water",
"Ambient","SDWRF","NE0.0NE","2025-07-15 11:15:00","Yes","G","Direct Dip","26.4","Sunny","5","No","15","","","Very High water, sampled from bank",
"Ambient","SDWRF","NH4.4SCTD","2025-07-22 08:00:00","Yes","G","Direct Dip","25.7","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NH3.3SC","2025-07-22 08:20:00","Yes","G","Direct Dip","24","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NH3.0NHC","2025-07-22 08:40:00","Yes","G","Direct Dip","24.2","Overcast","3","No","10","","","",
"Ambient","SDWRF","NH2.3MC","2025-07-22 09:05:00","Yes","G","Direct Dip","24.1","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NH1.0SC","2025-07-22 09:25:00","Yes","G","Direct Dip","24.3","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NH0.0NHC","2025-07-22 09:45:00","Yes","G","Direct Dip","24.4","Overcast","4","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-07-22 10:15:00","","","","","","","","","","","Site ID: CC2.5CC Plastic Bottle Lot# 240814A Filter Lot#G24105",
"Ambient","SDWRF","CC2.5CC","2025-07-22 10:25:00","Yes","G","Direct Dip","24.7","Overcast","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","EN13.3ER","2025-08-05 08:20:00","Yes","G","Direct Dip","20.6","Overcast","3","Yes","","","","",
"Ambient","SDWRF","EN10.3WC","2025-08-05 09:00:00","Yes","G","Direct Dip","19.5","Overcast","3","Yes","","","","",
"Ambient","SDWRF","EN8.9ER","2025-08-05 09:25:00","Yes","G","Direct Dip","20.3","Overcast","3","Yes","","","","",
"Ambient","SDWRF","LR9.6LR","2025-08-05 09:55:00","Yes","G","Direct Dip","18.8","Overcast","3","Yes","","","","light rain",
"Ambient","SDWRF","EN4.9ER","2025-08-05 10:25:00","Yes","G","Direct Dip","19.7","Overcast","3","Yes","","","","",
"Ambient","SDWRF","PN1.9PN","2025-08-05 10:50:00","Yes","G","Direct Dip","20.4","Overcast","2","Yes","","","","less turbid than previously",
"Ambient","SDWRF","LL3.4LLC","2025-08-05 11:20:00","Yes","G","Direct Dip","19.8","Overcast","3","Yes","","","","light rain",
"Ambient","SDWRF","Field Blank","2025-08-05 11:40:00","","","","","","","","","","","Site ID: LL4.6LLT2 Plastic Bottle Lot# 240814A Filter Lot# K24107",
"Ambient","SDWRF","LL4.6LLT2","2025-08-05 11:50:00","Yes","G","Direct Dip","18.3","Overcast","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","EL8.6SECUT","2025-08-12 08:00:00","Yes","G","Direct Dip","26.2","Overcast","3","Yes","","","","",
"Ambient","SDWRF","EL7.1SEC","2025-08-12 08:15:00","Yes","G","Direct Dip","21.1","Overcast","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-08-12 08:30:00","","","","","","","","","","","Site ID:EL7.1EC",
"Ambient","SDWRF","EL7.1EC","2025-08-12 08:35:00","Yes","G","Direct Dip","22.6","Overcast","3","Yes","","","","TOC Duplicate Site",
"Ambient","SDWRF","EL5.5GC","2025-08-12 08:55:00","Yes","G","Direct Dip","19.9","Overcast","3","Yes","","","","",
"Ambient","SDWRF","EL1.9EC","2025-08-12 09:20:00","Yes","G","Direct Dip","19.7","Overcast","4","Yes","","","","",
"Ambient","SDWRF","LC1.1LC","2025-08-12 09:55:00","Yes","G","Direct Dip","19.2","Overcast","3","Yes","","","","",
"Ambient","SDWRF","LC2.0RBC","2025-08-12 10:10:00","Yes","G","Direct Dip","20.9","Overcast","4","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-08-12 10:35:00","","","","","","","","","","","Site ID: SI1.6SIC Plastic Bottle Lot#240814A  Filter Lot#K24107",
"Ambient","SDWRF","SI1.6SIC","2025-08-12 10:45:00","Yes","G","Direct Dip","24.3","Overcast","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","TF6.5RCUT","2025-08-19 08:45:00","Yes","G","Direct Dip","24.3","Overcast","3","Yes","","","","Filter Blank: 8:35, no response needed",
"Ambient","SDWRF","TF5.1RC","2025-08-19 09:05:00","Yes","G","Direct Dip","21.9","Overcast","3","Yes","","","","",
"Ambient","SDWRF","TF4.4TC","2025-08-19 09:20:00","Yes","G","Direct Dip","22.3","Overcast","3","Yes","","","","",
"Ambient","SDWRF","TF3.4TC","2025-08-19 10:05:00","Yes","G","Direct Dip","22.2","Overcast","3","Yes","","","","",
"Ambient","SDWRF","TF1.0TC","2025-08-19 10:20:00","Yes","G","Direct Dip","22","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NE2.2NP","2025-08-19 10:45:00","Yes","G","Direct Dip","22.3","Overcast","3","Yes","","","","",
"Ambient","SDWRF","NE1.2NE","2025-08-19 11:10:00","Yes","G","Direct Dip","22.7","Overcast","3","No","20","","","",
"Ambient","SDWRF","Field Blank","2025-08-19 11:30:00","","","","","","","","","","","Site ID: NE0.0NE Plastic Bottle Lot# 240814A Filter Lot#K24107",
"Ambient","SDWRF","NE0.0NE","2025-08-19 11:40:00","Yes","G","Direct Dip","23.7","Overcast","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","Field Blank","2025-08-26 08:20:00","","","","","","","","","","","Site ID: NH4.4SCTD Plastic Bottle Lot# 240814A Filter Lot#K24107",
"Ambient","SDWRF","NH4.4SCTD","2025-08-26 08:30:00","No","G","Direct Dip","21.8","Partly Cloudy","3","Yes","","","","Duplicate Site",
"Ambient","SDWRF","NH3.3SC","2025-08-26 09:00:00","No","G","Direct Dip","18.2","Partly Cloudy","3","Yes","","","","Ecoli Duplicate Site",
"Ambient","SDWRF","NH3.0NHC","2025-08-26 09:20:00","No","G","Direct Dip","18.5","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","NH2.3MC","2025-08-26 09:45:00","No","G","Direct Dip","19","Partly Cloudy","3","Yes","","","","Staff gage out of water",
"Ambient","SDWRF","NH1.0SC","2025-08-26 10:10:00","No","G","Direct Dip","19.3","Partly Cloudy","3","Yes","","","","Staff gage out of water",
"Ambient","SDWRF","NH0.0NHC","2025-08-26 10:25:00","No","G","Direct Dip","19.5","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","CC2.5CC","2025-08-26 11:00:00","No","G","Direct Dip","20.6","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-09-02 08:30:00","","","","","","","","","","","Site ID: EN 13.3ER Plastic Bottle Lot# 240814A Filter Lot# B25109",
"Ambient","SDWRF","EN13.3ER","2025-09-02 08:40:00","No","G","Direct Dip","17.3","Sunny","3","Yes","","","","Duplicate site, QC filter leaking from housing",
"Ambient","SDWRF","EN10.3WC","2025-09-02 09:15:00","No","G","Direct Dip","17.7","Sunny","2","Yes","","","","",
"Ambient","SDWRF","EN8.9ER","2025-09-02 09:35:00","No","G","Direct Dip","18.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","LR9.6LR","2025-09-02 10:15:00","No","G","Direct Dip","20.4","Sunny","3","Yes","","","","High DO and pH",
"Ambient","SDWRF","EN4.9ER","2025-09-02 10:45:00","No","G","Direct Dip","20.5","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","PN1.9PN","2025-09-02 11:15:00","No","G","Direct Dip","19.6","Partly Cloudy","2","Yes","","","","low flow",
"Ambient","SDWRF","LL3.4LLC","2025-09-02 11:45:00","No","G","Direct Dip","19.3","Partly Cloudy","3","Yes","","","","low DO",
"Ambient","SDWRF","LL4.6LLT2","2025-09-02 12:05:00","No","G","Direct Dip","19.3","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-09-09 08:20:00","","","","","","","","","","","Site ID: EL8.6SECUT Plastic Bottle Lot#250722A  Filter Lot#B25109",
"Ambient","SDWRF","EL8.6SECUT","2025-09-09 08:25:00","No","G","Direct Dip","15.8","Sunny","3","Yes","","","","Duplicate site, Had a dark color, not clear",
"Ambient","SDWRF","EL7.1SEC","2025-09-09 09:05:00","No","G","Direct Dip","14.2","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EL7.1EC","2025-09-09 09:25:00","No","G","Direct Dip","14.4","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EL5.5GC","2025-09-09 09:50:00","No","G","Direct Dip","15","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EL1.9EC","2025-09-09 10:20:00","No","G","Direct Dip","15.9","Sunny","3","Yes","","","","",
"Ambient","SDWRF","LC1.1LC","2025-09-09 11:00:00","No","G","Direct Dip","16","Sunny","3","Yes","","","","Staff gage out of water",
"Ambient","SDWRF","LC2.0RBC","2025-09-09 11:20:00","No","","","18.6","Sunny","1","","","","","Could not sample = dry",
"Ambient","SDWRF","SI1.6SIC","2025-09-09 11:55:00","No","G","Direct Dip","22.3","Sunny","2","Yes","","","","Sampled upstream 50ft from original sample site",
"Ambient","SDWRF","Field Blank","2025-09-16 08:20:00","","","","","","","","","","","Site ID:TF6.5RCUT Plastic Bottle Lot# 250722A Filter Lot#B25109",
"Ambient","SDWRF","TF6.5RCUT","2025-09-16 09:00:00","Yes","G","Direct Dip","19.8","Overcast","3","Yes","","","","duplicate site, many grapes in pool",
"Ambient","SDWRF","TF5.1RC","2025-09-16 09:35:00","Yes","G","Direct Dip","19","Overcast","3","Yes","","","","",
"Ambient","SDWRF","TF4.4TC","2025-09-16 10:00:00","Yes","G","Direct Dip","18.8","Overcast","2","Yes","","","","",
"Ambient","SDWRF","TF3.4TC","2025-09-16 10:45:00","Yes","G","Direct Dip","18.5","Overcast","2","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-09-16 11:10:00","Yes","","","","","","","","","","Site ID:TF1.0TC",
"Ambient","SDWRF","TF1.0TC","2025-09-16 11:15:00","Yes","G","Direct Dip","18.8","Overcast","2","Yes","","","","TOC Duplicate Site",
"Ambient","SDWRF","NE2.2NP","2025-09-16 11:45:00","Yes","G","Direct Dip","18.4","Overcast","2","Yes","","","","",
"Ambient","SDWRF","NE1.2NE","2025-09-16 12:10:00","Yes","G","Direct Dip","18.9","Overcast","3","No","20","","","",
"Ambient","SDWRF","NE0.0NE","2025-09-16 12:35:00","Yes","G","Direct Dip","19.6","Overcast","2","Yes","","","","a lot of leaves",
"Ambient","SDWRF","NH4.4SCTD","2025-09-23 08:15:00","No","G","Direct Dip","21.8","Sunny","3","Yes","","","","organic surface film, lots of leaf litter",
"Ambient","SDWRF","Field Blank","2025-09-23 08:40:00","","","","","","","","","","","Site ID: NH3.3SC Plastic Bottle Lot# 240814A Filter Lot#B25109",
"Ambient","SDWRF","NH3.3SC","2025-09-23 08:45:00","No","G","Direct Dip","17.8","Sunny","2","Yes","","","","Duplicate Site",
"Ambient","SDWRF","NH3.0NHC","2025-09-23 09:15:00","No","G","Direct Dip","17.7","Sunny","2","Yes","","","","",
"Ambient","SDWRF","NH2.3MC","2025-09-23 09:50:00","No","G","Direct Dip","20.9","Sunny","3","Yes","","","","Staff gage gone",
"Ambient","SDWRF","NH1.0SC","2025-09-23 10:15:00","No","G","Direct Dip","21.8","Sunny","2","Yes","","","","",
"Ambient","SDWRF","NH0.0NHC","2025-09-23 10:40:00","No","G","Direct Dip","21.8","Sunny","3","Yes","","","","back flow/stagnation, TSS not sampled, leake in bottle",
"Ambient","SDWRF","CC2.5CC","2025-09-23 11:25:00","No","G","Direct Dip","24.7","Sunny","2","Yes","","","","NCDOT working on bridge/culvert downstream. Stagnant. Lots of leaves.",
"Ambient","SDWRF","EN13.3ER","2025-10-07 08:45:00","No","G","Direct Dip","17.9","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-10-07 09:10:00","","","","","","","","","","","Site ID: EN 10.3ER Plastic Bottle Lot# 240814A Filter Lot# B25109",
"Ambient","SDWRF","EN10.3WC","2025-10-07 09:15:00","No","G","Direct Dip","18.9","Sunny","3","Yes","","","","Duplicate site",
"Ambient","SDWRF","EN8.9ER","2025-10-07 09:50:00","No","G","Direct Dip","19.3","Sunny","2","Yes","","","","",
"Ambient","SDWRF","LR9.6LR","2025-10-07 10:30:00","No","G","Direct Dip","20.7","Sunny","3","Yes","","","","",
"Ambient","SDWRF","EN4.9ER","2025-10-07 11:00:00","No","G","Direct Dip","22.6","Sunny","3","Yes","","","","",
"Ambient","SDWRF","PN1.9PN","2025-10-07 11:20:00","No","G","Direct Dip","23.7","Sunny","2","Yes","","","","stagnant pools, lots of decomp, tannic",
"Ambient","SDWRF","LL3.4LLC","2025-10-07 11:45:00","No","G","Direct Dip","23.4","Sunny","2","Yes","","","","stagnant, tannic, low flow",
"Ambient","SDWRF","LL4.6LLT2","2025-10-07 12:05:00","No","G","Direct Dip","22.2","Sunny","2","Yes","","","","",
"Ambient","SDWRF","EL8.6SECUT","2025-10-14 08:05:00","No","G","Direct Dip","16.4","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-10-14 08:25:00","","","","","","","","","","","Site ID: EL7.1SEC Plastic Bottle Lot#240814A  Filter Lot#B25109",
"Ambient","SDWRF","EL7.1SEC","2025-10-14 08:35:00","No","G","Direct Dip","15.4","Partly Cloudy","3","Yes","","","","Duplicate site",
"Ambient","SDWRF","EL7.1EC","2025-10-14 08:50:00","No","G","Direct Dip","15.2","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","EL5.5GC","2025-10-14 09:10:00","No","G","Direct Dip","15.2","Partly Cloudy","3","Yes","","","","Bottle set swapped with EL1.9EC. Labels were changed in field to accurately reflect site sampled when given to lab.",
"Ambient","SDWRF","EL1.9EC","2025-10-14 09:40:00","No","G","Direct Dip","15.8","Partly Cloudy","3","Yes","","","","Bottle set swapped with EL5.5GC, no TOC sample. Labels were changed in field to accurately reflect site sampled when given to lab.",
"Ambient","SDWRF","LC1.1LC","2025-10-14 10:10:00","No","G","Direct Dip","16.8","Partly Cloudy","3","Yes","","","","Staff gage out of water",
"Ambient","SDWRF","LC2.0RBC","2025-10-14 10:30:00","","","","","","1","","","","","No flow, did not sample",
"Ambient","SDWRF","SI1.6SIC","2025-10-14 10:45:00","No","G","Direct Dip","18.1","Partly Cloudy","2","Yes","","","","",
"Ambient","SDWRF","TF6.5RCUT","2025-10-21 08:25:00","No","G","Direct Dip","15.3","Sunny","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-10-21 08:50:00","","","","","","","","","","","Site ID:TF5.1RC Plastic Bottle Lot# 250722A Filter Lot#B25109",
"Ambient","SDWRF","TF5.1RC","2025-10-21 09:00:00","No","G","Direct Dip","15","Sunny","3","Yes","","","","duplicate site",
"Ambient","SDWRF","TF4.4TC","2025-10-21 09:30:00","No","G","Direct Dip","9.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","TF3.4TC","2025-10-21 09:55:00","No","G","Direct Dip","11.3","Sunny","2","Yes","","","","",
"Ambient","SDWRF","TF1.0TC","2025-10-21 10:25:00","No","G","Direct Dip","13.1","Sunny","2","Yes","","","","",
"Ambient","SDWRF","NE2.2NP","2025-10-21 11:00:00","No","G","Direct Dip","13.8","Sunny","3","Yes","","","","Low Do",
"Ambient","SDWRF","NE1.2NE","2025-10-21 11:40:00","No","O","Other","14.7","Sunny","4","No","20","","","",
"Ambient","SDWRF","NE0.0NE","2025-10-21 12:10:00","No","G","Direct Dip","14.9","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NH4.4SCTD","2025-10-28 08:35:00","Yes","G","Direct Dip","10.1","Overcast","4","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-10-28 09:00:00","","","","","","","","","","","Site ID:NH3.3SC",
"Ambient","SDWRF","NH3.3SC","2025-10-28 09:05:00","Yes","G","Direct Dip","9.7","Overcast","4","Yes","","","","TOC Duplicate Site",
"Ambient","SDWRF","Field Blank","2025-10-28 09:20:00","","","","","","","","","","","Site ID: NH3.0NHC Plastic Bottle Lot# 250722A Filter Lot#B25109",
"Ambient","SDWRF","NH3.0NHC","2025-10-28 09:30:00","Yes","G","Direct Dip","9.2","Overcast","4","Yes","","","","Duplicate Site",
"Ambient","SDWRF","NH2.3MC","2025-10-28 10:05:00","Yes","G","Direct Dip","9.1","Overcast","3","Yes","","","","Staff gage crooked",
"Ambient","SDWRF","NH1.0SC","2025-10-28 10:30:00","Yes","G","Direct Dip","9.3","Overcast","4","Yes","","","","",
"Ambient","SDWRF","NH0.0NHC","2025-10-28 11:00:00","Yes","G","Direct Dip","10","Overcast","4","Yes","","","","Leaky filter housing",
"Ambient","SDWRF","CC2.5CC","2025-10-28 11:35:00","Yes","G","Direct Dip","11.1","Overcast","4","Yes","","","","",
"Ambient","SDWRF","EN13.3ER","2025-11-03 08:15:00","Yes","G","Direct Dip","15","Overcast","3","Yes","","","","",
"Ambient","SDWRF","EN10.3WC","2025-11-03 08:35:00","Yes","G","Direct Dip","12.3","Overcast","3","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-11-03 08:55:00","","","","","","","","","","","TOC-FB,Field Blank Site ID: EN 8.9ER Plastic Bottle Lot# 250722A Filter Lot# B25109",
"Ambient","SDWRF","EN8.9ER","2025-11-03 09:05:00","Yes","G","Direct Dip","12.8","Overcast","3","Yes","","","","Duplicate Site, TOC Duplicate Site",
"Ambient","SDWRF","LR9.6LR","2025-11-03 09:45:00","Yes","G","Direct Dip","13.7","Partly Cloudy","3","No","20","","","Filter housing had a large leak",
"Ambient","SDWRF","EN4.9ER","2025-11-03 10:10:00","Yes","G","Direct Dip","13.6","Partly Cloudy","3","Yes","","","","",
"Ambient","SDWRF","PN1.9PN","2025-11-03 10:35:00","Yes","G","Direct Dip","14.3","Partly Cloudy","4","Yes","","","","Filter housing leaking slightly",
"Ambient","SDWRF","LL3.4LLC","2025-11-03 10:55:00","Yes","G","Direct Dip","14.3","Partly Cloudy","4","Yes","","","","",
"Ambient","SDWRF","LL4.6LLT2","2025-11-03 11:15:00","Yes","G","Direct Dip","14.9","Partly Cloudy","4","Yes","","","","",
"Ambient","SDWRF","EL8.6SECUT","2025-11-04 08:15:00","Yes","G","Direct Dip","16.4","Sunny","3","Yes","","","","Clear, pipe not discharging, filter leaking",
"Ambient","SDWRF","EL7.1SEC","2025-11-04 08:35:00","Yes","G","Direct Dip","9.2","Sunny","3","Yes","","","","attached periphyton on streambed",
"Ambient","SDWRF","Field Blank","2025-11-04 08:50:00","","","","","","","","","","","Site ID: EL7.1EC Plastic Bottle Lot#250722A Filter Lot#B25109",
"Ambient","SDWRF","EL7.1EC","2025-11-04 09:00:00","Yes","G","Direct Dip","9.9","Sunny","3","Yes","","","","Duplicate site, filter leaking",
"Ambient","SDWRF","EL5.5GC","2025-11-04 09:25:00","Yes","G","Direct Dip","11.1","Sunny","2","Yes","","","","",
"Ambient","SDWRF","EL1.9EC","2025-11-04 10:05:00","Yes","G","Direct Dip","14.1","Sunny","3","Yes","","","","",
"Ambient","SDWRF","LC1.1LC","2025-11-04 10:40:00","Yes","G","Direct Dip","14","Sunny","3","Yes","","","","Staff gage OOW",
"Ambient","SDWRF","LC2.0RBC","2025-11-04 10:55:00","Yes","G","Direct Dip","12.5","Sunny","2","Yes","","","","",
"Ambient","SDWRF","SI1.6SIC","2025-11-04 11:30:00","Yes","G","Direct Dip","17.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","TF6.5RCUT","2025-11-12 08:30:00","Yes","G","Direct Dip","11.1","Sunny","3","Yes","","","","",
"Ambient","SDWRF","TF5.1RC","2025-11-12 08:50:00","Yes","G","Direct Dip","5","Sunny","3","Yes","","","","Stagnation, Dark organic water",
"Ambient","SDWRF","Field Blank","2025-11-12 09:05:00","","","","","","","","","","","Site ID:TF4.4TC Plastic Bottle Lot# 250722A Filter Lot#B25109",
"Ambient","SDWRF","TF4.4TC","2025-11-12 09:15:00","Yes","G","Direct Dip","6.3","Sunny","3","Yes","","","","duplicate site",
"Ambient","SDWRF","TF3.4TC","2025-11-12 09:40:00","Yes","G","Direct Dip","6.6","Sunny","3","Yes","","","","",
"Ambient","SDWRF","TF1.0TC","2025-11-12 10:10:00","Yes","G","Direct Dip","8.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NE2.2NP","2025-11-12 11:05:00","Yes","G","Direct Dip","9.7","Sunny","3","Yes","","","","Stagnant/low flow, organic decomp",
"Ambient","SDWRF","NE1.2NE","2025-11-12 11:25:00","Yes","G","Direct Dip","11.2","Sunny","3","No","15","","","",
"Ambient","SDWRF","NE0.0NE","2025-11-12 11:55:00","Yes","G","Direct Dip","11.8","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NH4.4SCTD","2025-11-18 08:15:00","No","G","Direct Dip","12.8","Sunny","4","Yes","","","","",
"Ambient","SDWRF","NH3.3SC","2025-11-18 08:45:00","No","G","Direct Dip","5.7","Sunny","3","Yes","","","","",
"Ambient","SDWRF","NH3.0NHC","2025-11-18 09:25:00","No","G","Direct Dip","5.3","Sunny","4","Yes","","","","",
"Ambient","SDWRF","Field Blank","2025-11-18 09:50:00","","","","","","","","","","","Site ID: NH2.3MC Plastic Bottle Lot# 250722A Filter Lot#G24105",
"Ambient","SDWRF","NH2.3MC","2025-11-18 10:00:00","No","G","Direct Dip","6.6","Sunny","3","Yes","","","","Duplicate Site",
